,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer
2525,Calvin_Coolidge,Was Coolidge opposed in the Republican nomination for Governor of Massachusetts in 1918?,no,easy,hard
2526,Calvin_Coolidge,Did Coolidge meet and marry Grace Anna Goodhue?,Yes,easy,easy
2527,Calvin_Coolidge,Did Coolidge meet and marry Grace Anna Goodhue?,yes,easy,easy
2528,Calvin_Coolidge,What year did Coolidge open his own law office?,1898,medium,medium
2529,Calvin_Coolidge,What year did Coolidge open his own law office?,1898,medium,easy
2530,Calvin_Coolidge,What fraternity was Coolidge a member of?,Phi Gamma Delta,medium,medium
2531,Calvin_Coolidge,What fraternity was Coolidge a member of?,phi gamma delta,medium,medium
2532,Calvin_Coolidge,In 1905 Coolidge met and married whom?,Grace Anna Goodhue,medium,medium
2534,Calvin_Coolidge,Why did Coolidge not attend law school?,It was too expensive,hard,hard
2535,Calvin_Coolidge,Why did Coolidge not attend law school?,cost,hard,too hard
2536,Calvin_Coolidge,Have there been other US presidents that have visited Cuba?,No,hard,medium
2537,Calvin_Coolidge,Have there been other US presidents that have visited Cuba?,no,hard,medium
2538,Calvin_Coolidge,What years were Coolidge's two sons born in?,1906 and 1908,hard,medium
2539,Calvin_Coolidge,What years were Coolidge's two sons born in?,1906 and 1908,hard,medium
2540,Calvin_Coolidge,What thrust him into the national spotlight?,,,
2541,Calvin_Coolidge,What to be born on the fourth of July?,,,
2542,Calvin_Coolidge,Who was the elder of two children of John Calvin Sr and Victoria Coolidge?,,,
2543,Calvin_Coolidge,Who or what placed as high as sixth in the voting?,,,
2544,Calvin_Coolidge,Is it true that he appointed stone to the supreme court?,,,
2545,Calvin_Coolidge,What do well - received and he have in common?,,,
2546,Calvin_Coolidge,What did Coolidge address in 1924?,,,
2547,Calvin_Coolidge,Was Coolidge more outspoken?,,,
2548,Calvin_Coolidge,Was Coolidge admitted to the bar?,,,
2549,Calvin_Coolidge,What emigrated from Cambridge?,,,
2550,Calvin_Coolidge,What graduated from Black?,,,
2551,Calvin_Coolidge,What Retrieved on May?,,,
2552,Calvin_Coolidge,He later what?,,,
2553,Calvin_Coolidge,They were what?,,,
2554,Calvin_Coolidge,The Republicans retained what?,,,
2555,Calvin_Coolidge,"(NNP Harding #)(NNP Death )))(PP (IN in )(NP (NP (NN office ))(PP (IN for )(NP (DT a )(JJ full )(NN description )(NNP Vice )(NNP President )(person (NNP Coolidge ))))))))(VP (VP (VBD was )(VP (VBG visiting )(NP (PRP$ his )(NN family )(NN home ))))(, , )(SBAR (WHNP (WDT which ))(S (VP (VBD did )(RB not )(VP (VB have )(NP (NP (NN electricity ))(CC or )(NP (DT a )(NN telephone )))(, , )(PP (IN in )(NP (location (NNP Vermont ))))(SBAR (WHADVP (WRB when ))(S (NP (PRP he ))(VP (VBD received )(NP (NP (NN word ))(PP (IN of )(NP (NP (NNP Harding )(POS 's ))(NN death ))))))))))))))(. . )))",,,
2556,Calvin_Coolidge,,,,
2557,Calvin_Coolidge,,,,
2558,Calvin_Coolidge,Was 364 Stone later appointed Chief Justice by President Franklin D. Roosevelt ?,,,
2559,Calvin_Coolidge,"Did Coolidge not publish his autobiography in 1929 and write a syndicated newspaper column , `` Calvin Coolidge Says , '' from 1930 -- 1931 ?",,,
2560,Calvin_Coolidge,"Were the more well-known Coolidges , such as architect Charles Allerton Coolidge , and diplomat Archibald Cary Coolidge , descended from other branches of the family that had stayed in Massachusetts ?",,,
2561,Calvin_Coolidge,Is the genius of the average the most convincing proof of $ his strength?,,,
2562,Calvin_Coolidge,What happened from tuberculosis?,,,
2563,Calvin_Coolidge,"What happened from black river academy , vermont?",,,
2564,Canada,Did France cede nearly all of its colonies in Europe in 1763?,Yes.,easy,easy
2565,Canada,Did France cede nearly all of its colonies in Europe in 1763?,yes,easy,easy
2566,Canada,Did France cede nearly all of its colonies in Europe in 1763?,,easy,
2567,Canada,Is Canada a member of the OECD?,Yes.,easy,easy
2568,Canada,Is Canada a member of the OECD?,yes,easy,easy
2572,Canada,Is Canada's official language Zulu?,,easy,
2573,Canada,What is one significant non-official language?,Chinese.,medium,medium
2574,Canada,What is one significant non-official language?,Chinese,medium,medium
2575,Canada,What is one significant non-official language?,,medium,
2576,Canada,"In addition to Port Royal, where else did Samuel de Champlain establish a settlement?",Quebec City,medium,medium
2577,Canada,"In addition to Port Royal, where else did Samuel de Champlain establish a settlement?",,medium,
2578,Canada,What was the Consitution Act formerly called?,The British North America Act.,medium,hard
2579,Canada,What was the Consitution Act formerly called?,British North America Act,medium,medium
2580,Canada,What was the Consitution Act formerly called?,,medium,
2582,Canada,Which countries established colonies in Canada?,Fance and Britain,hard,hard
2583,Canada,Which countries established colonies in Canada?,,hard,
2584,Canada,How has Canada helped UN peacekeeping efforts?,"During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989",hard,medium
2585,Canada,How has Canada helped UN peacekeeping efforts?,"Canada has played a leading role in UN peacekeeping efforts. During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989",hard,hard
2586,Canada,How has Canada helped UN peacekeeping efforts?,,hard,
2587,Canada,What percentage of the population don't speak English or French at home?,28%,hard,too hard
2588,Canada,What percentage of the population don't speak English or French at home?,1.5%,hard,hard
2590,Canada,Is Canada bilingual?,Yes.,easy,easy
2591,Canada,Is Canada bilingual?,"Yes, it is.",easy,easy
2592,Canada,Did Canadian soldiers win the Battle of Vimy Ridge in 1917?,Yes,easy,easy
2593,Canada,Did Canadian soldiers win the Battle of Vimy Ridge in 1917?,"No, it did not.",easy,hard
2594,Canada,Is an official language of Canada German?,No.,easy,easy
2595,Canada,Is an official language of Canada German?,"No, it is not.",easy,easy
2596,Canada,How many provinces and territories does Canada have?,A federation now comprising ten provinces and three territories,medium,medium
2597,Canada,How many provinces and territories does Canada have?,Ten provinces and three territories,medium,medium
2598,Canada,What is Canada's national unemployment rate?,"While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador.",medium,medium
2599,Canada,What is Canada's national unemployment rate?,"In October 2007, Canada's national unemployment rate is 5.9%.",medium,medium
2600,Canada,Where is the most densely populated part of Canada?,The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.,medium,medium
2601,Canada,Where is the most densely populated part of Canada?,The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.,medium,medium
2602,Canada,What is the largest country in the world?,"Canada is the second largest country in the world, after Russia, and largest on the continent.",hard,medium
2603,Canada,What is the largest country in the world?,Russia.,hard,hard
2604,Canada,What is the largest religious group in Canada?,"According to 2001 census, 77.1% of Canadians identified as being Christians; of this, Catholics make up the largest group (43.6% of Canadians). The largest Protestant denomination is the United Church of Canada; about 16.5% of Canadians declare no religious affiliation, and the remaining 6.3% were affiliated with religions other than Christianity, of which the largest is Islam numbering 1.9%, followed by Judaism: 1.1%.",hard,hard
2605,Canada,What is the largest religious group in Canada?,Christian,hard,hard
2606,Canada,When did Canada have one of the largest armed forces in the world?,1944.,hard,hard
2607,Canada,When did Canada have one of the largest armed forces in the world?,World War II.,hard,hard
2608,Canada,What have been inhabited for millennia by aboriginal peoples?,The lands,,easy
2609,Canada,European books and maps began referring to this region as Canada in what year?,1545,,easy
2610,Canada,What was Canada's most important industry until the 1800s?,The fur trade,,easy
2611,Canada,Is it true that it angered many residents of the thirteen colonies?,yes,,easy
2612,Canada,How do cuba and declining participation relate?,Canada maintains full relations with both.,,easy
2613,Canada,Is it true that provinces have a large degree of autonomy?,yes,,easy
2614,Canada,What did Canada adopt in 1965?,The Maple Leaf Flag,,medium
2616,Canada,Are Canada 's two official languages English and French ?,yes,,easy
2617,Canada,Are Canada 's official national sports ice hockey ( winter ) and lacrosse ( summer ) ?,yes,,easy
2618,Canada,Is Canada a geographically vast and ethnically diverse country ?,yes,,easy
2619,Canada,Did Mainland Nova Scotia not come under British rule with the Treaty of Utrecht    (: ; ?,no!,,easy
2620,Canada,"Did Cartier not use the word ` Canada ' to refer to not only that village , but the entire area subject to Donnacona , Chief at Stadacona ?",yes,,easy
2621,Canada,Did continental European immigrants not settle the prairies ?,no,,easy
2622,Canada,Is it the world 's second largest country by total area?,yes,,easy
2623,Canada,What happened in 1867?,"Canada was formed as a federal, semi-autonomous polity",,easy
2624,duck,Are ducks in the Arctic Northern Hemisphere migratory?,Some are,easy,medium
2625,duck,Are ducks in the Arctic Northern Hemisphere migratory?,yes,easy,easy
2626,duck,Is a drake a male?,Yes,easy,medium
2627,duck,Is a drake a male?,yes,easy,easy
2631,duck,What animal attracts the most humor and silliness?,The duck,medium,medium
2632,duck,What animal attracts the most humor and silliness?,the duck,medium,medium
2633,duck,What is an economic use of a duck?,Meat,medium,medium
2634,duck,What is an economic use of a duck?,being farmed for their meat,medium,medium
2635,duck,Who is Daffy Duck?,A silly cartoon character,hard,hard
2636,duck,Who is Daffy Duck?,a silly cartoon character,hard,medium
2637,duck,What makes it more difficult for a diving duck to fly?,They are heavier,hard,hard
2638,duck,What makes it more difficult for a diving duck to fly?,they are heavier,hard,hard
2639,duck,What are the reasons for hunting wild ducks?,"Meat, eggs, and feathers",hard,too hard
2640,duck,Do ducks forage underwater?,yes,easy,easy
2641,duck,Do ducks forage underwater?,Diving ducks and sea ducks forage underwater,easy,hard
2642,duck,"Do all ducks ""quack""?",no,easy,medium
2643,duck,"Do all ducks ""quack""?",No,easy,easy
2644,duck,Is foie gras often made from ducks?,yes,easy,easy
2645,duck,Is foie gras often made from ducks?,Yes,easy,easy
2646,duck,What economic uses to ducks have?,"They are farmed for their meat, eggs and feathers. They are also kept and bred by aviculturists and often displayed in zoos.",medium,medium
2647,duck,What economic uses to ducks have?,"They can be farmed for meat, eggs, and feathers",medium,hard
2648,duck,What kind of ducks feed on land?,Dabbling ducks,medium,easy
2649,duck,What kind of ducks feed on land?,Dabbling ducks feed on land,medium,medium
2650,duck,What unrelated water birds are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots",medium,easy
2651,duck,What unrelated water birds are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots",medium,medium
2652,duck,What does the word duck mean?,It is the common name for a number of species in the Anatidae family of birds.,hard,hard
2653,duck,What does the word duck mean?,to bend down low as if to get under something,hard,hard
2654,duck,What are some common predators of ducks?,"Pike, crocodilians, herons, hawks and eagles.",hard,hard
2655,duck,What are some common predators of ducks?,"pike, crocodilians, and other aquatic hunters",hard,hard
2656,duck,How does a Mallard's tongue work?,"It's tongue is a flat plate, and on the tongue's back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat",hard,hard
2657,duck,How does a Mallard's tongue work?,It uses short spikes to push struggling prey and other food down its throat,hard,hard
2658,duck,Are diving ducks heavier tha dabbling ducks?,Yes,easy,easy
2659,duck,Are diving ducks heavier tha dabbling ducks?,Yes,easy,easy
2660,duck,Are adult ducks fast fliers?,Yes,easy,easy
2661,duck,Are adult ducks fast fliers?,Yes,easy,easy
2662,duck,Are ducks an accepted presence in some populated areas?,Yes,easy,easy
2663,duck,Are ducks an accepted presence in some populated areas?,Yes,easy,easy
2664,duck,What types of unrelated water birds with similar forms are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots",medium,medium
2665,duck,What types of unrelated water birds with similar forms are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots",medium,medium
2666,duck,Why are ducklings particularly vulnerable?,Their inability to fly.,medium,medium
2668,duck,What are some economic uses for duck?,"Meat,eggs,feathers",medium,medium
2669,duck,What are some economic uses for duck?,"being farmed for their meat, eggs, feathers, (particularly their down)",medium,medium
2670,duck,What allows a duck to filter water out of the side of their beaks and keep food inside?,Tiny rows of plates called lamellae,hard,hard
2671,duck,What allows a duck to filter water out of the side of their beaks and keep food inside?,tiny rows of plates called lamellae like a whale's baleen,hard,hard
2673,duck,What expression is part of a conceptual framework for testing computer systems?,Quacks like a duck,hard,hard
2674,duck,"Where did the expression ""a sitting duck"" come from?","In many areas, wild duckof various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.",hard,hard
